Date,Time (UTC),User,Utterance
2022-07-16,18:10:37,Tetsuya_Chains,Dappa
2022-07-16,18:10:38,Noblebug,BatChest BatChest BatChest
2022-07-16,18:10:39,Malakinha,Dappa
2022-07-16,18:10:39,sconesone,NODDERS
2022-07-16,18:10:39,artcinto,elisOmega
2022-07-16,18:10:39,jaaamm_,POGCRAZY LETS GOOOOOOOOOOO'
2022-07-16,18:10:39,FLAMBOYANTCUTTLEFISH,Dappa
2022-07-16,18:10:39,FeedMyPets,Dappa im so excited
2022-07-16,18:10:40,Hachiitari,Dappa
2022-07-16,18:10:40,Alexmae,Dappa
2022-07-16,18:10:40,Duanotic,Dappa
2022-07-16,18:10:41,Redflou,pepeW iam soooo excited
2022-07-16,18:10:41,Rableaa,OMEGALUL SAME
2022-07-16,18:10:41,bythonbicks,daphCustomerService
2022-07-16,18:10:41,arciusvyse,atpCap we know
2022-07-16,18:10:42,violeine,Dappa
2022-07-16,18:10:43,scorpion_and_frog,same Dappa
2022-07-16,18:10:43,jaaawn,I cant 😂
2022-07-16,18:10:43,j_hern,Dappa
2022-07-16,18:10:43,jassizl,Dappa
2022-07-16,18:10:44,monadchi,Dappa
2022-07-16,18:10:44,gyucor,Dappa
2022-07-16,18:10:45,shooberiny,Dappa
2022-07-16,18:10:45,FeedMyPets,Dappa IM LAUGHING SO HARD Rn
2022-07-16,18:10:45,detectpurp,just play amogus
2022-07-16,18:10:45,Hachiitari,Dappa im so excited
2022-07-16,18:10:46,vnylla,PepeLaugh sponsored segments
2022-07-16,18:10:46,13maur,same
2022-07-16,18:10:46,mvelvet,Dappa lets gooo
2022-07-16,18:10:47,Stormstar13,PepeLaugh
2022-07-16,18:10:47,hetri144,are games fun pepeW
2022-07-16,18:10:47,spicyramen99,Dappa
2022-07-16,18:10:47,Marq5,Dappa
2022-07-16,18:10:48,m00shi_,Dappa
2022-07-16,18:10:48,Ninfosmr,Dappa
2022-07-16,18:10:48,wembx,we can tell PepeLaugh
2022-07-16,18:10:49,Tetsuya_Chains,Dappa i'm excited actually
2022-07-16,18:10:49,e14unicorn,Dappa
2022-07-16,18:10:49,blyt3_,Dappa
2022-07-16,18:10:51,eyes_darkcry,we know
2022-07-16,18:10:51,Espher_5,Dappa
2022-07-16,18:10:51,pappa_jr,Dappa
2022-07-16,18:10:52,ArmandSawCleaver,Dappa no performances here
2022-07-16,18:10:52,artcinto,Dappa wow
2022-07-16,18:10:52,Burrb0nWhisk3y,Dappa so fun
2022-07-16,18:10:52,444lbs,Dappa
2022-07-16,18:10:53,Law720_o,LUL
2022-07-16,18:10:53,NYETMUN,ICANT
2022-07-16,18:10:53,TimoTimo628,!omori
2022-07-16,18:10:53,StreamElements https,https://clips.twitch.tv/RenownedBombasticSaladChefFrank-GNq_Jjki_LziSFx4
2022-07-16,18:10:53,Con_Fuzed,daphCustomerService
2022-07-16,18:10:54,jhkyeong,okay let's practice now daphCustomerService
2022-07-16,18:10:54,stinkynstanky,Dappa icant
2022-07-16,18:10:54,eggd0g,Libido i hate
2022-07-16,18:10:54,youngpioneer90,daphCustomerService same
2022-07-16,18:10:54,violeine,Dappa yay so excited
2022-07-16,18:10:55,anyeqs,ur just bad at having enthusiasm KEKW
2022-07-16,18:10:56,abrandofmint,PepeLaugh omori
2022-07-16,18:10:56,01lovecity,Dappa
2022-07-16,18:10:57,Rattygun,YOUTUBE I LOVE THIS GAME
2022-07-16,18:10:57,TheAcc_,do NOT fake enthusiasm at 3 AM
2022-07-16,18:10:58,GrandVoidDaoist,my excited face is the same as dappa so it doesnt wrok either way
2022-07-16,18:10:58,openingjuke,Dappa same when I'm working retail
2022-07-16,18:10:58,shooberiny,Dappa this video was sponsored by
2022-07-16,18:10:59,pushplay,RAID SHADOW LEGENDS
2022-07-16,18:10:59,Noblebug,BatChest sodaNice BatChest
2022-07-16,18:11:00,negativoZero,are you not entertained?
2022-07-16,18:11:00,jassizl,myhonestreaction
2022-07-16,18:11:01,Jooaaaoo,SHE CANNOT LUL
2022-07-16,18:11:01,detectpurp,i am the same lul
2022-07-16,18:11:03,ssarcomaa,did you actually enjoy apex tho
2022-07-16,18:11:04,Kawashiro,baegel1Gnome
2022-07-16,18:11:08,krazyfr0g,Dappa this is hilarious and fun
2022-07-16,18:11:08,FeedMyPets,heCrazy
2022-07-16,18:11:08,s9ulgi,daphCustomerService wow this game is so fun
2022-07-16,18:11:08,FrancescaFindabair,what if you just talk about a few games with them and play the one you're both fine with? PepegeHmm
2022-07-16,18:11:08,anyeqs,Dappa
2022-07-16,18:11:08,arciusvyse,daphYUMP
2022-07-16,18:11:09,gyucor,daphYUMP
2022-07-16,18:11:09,wauberz98,"that's good,"
2022-07-16,18:11:09,jaaamm_,ppHop
2022-07-16,18:11:10,m00shi_,ppHop
2022-07-16,18:11:11,bythonbicks,HYPERCOGGERS
2022-07-16,18:11:13,Hachiitari,gnome monkaOMEGA @Kawashiro
2022-07-16,18:11:15,Burrb0nWhisk3y,daphYUMP
2022-07-16,18:11:15,jhkyeong,more hours of practice and you be a pro daphCustomerService
2022-07-16,18:11:16,nonosenelson,!time
2022-07-16,18:11:16,Fossabot @nonosenelson it is 1111,@nonosenelson it is 11:11:16 AM (PDT) VeryPog
2022-07-16,18:11:16,FeedMyPets,daphLook
2022-07-16,18:11:17,Noblebug,Kappa Kappa Kappa
2022-07-16,18:11:18,Chewbaccaw,daphCheer
2022-07-16,18:11:19,Kashimazuki,calamity lap 3 with vtubers and aceuNo
2022-07-16,18:11:19,mussumburzum,Dappa so much fun
2022-07-16,18:11:19,j_hern,daphFocus
2022-07-16,18:11:20,Zethos_VII,ppHop funny time
2022-07-16,18:11:21,gyucor,daphLook
2022-07-16,18:11:22,violeine,daphFocus
2022-07-16,18:11:24,artcinto,Dappa this is fun
2022-07-16,18:11:26,violeine,daphFocus segiro
2022-07-16,18:11:26,sconesone,daphFocus huuuu
2022-07-16,18:11:27,Burrb0nWhisk3y,daphFocus
2022-07-16,18:11:30,Duanotic,why is omen crying?
2022-07-16,18:11:31,jhkyeong,Jammies
2022-07-16,18:11:34,DzyKty,The apex frogs make it not fun tho KEKW
2022-07-16,18:11:34,detectpurp,do u actually enjoy stardew?
2022-07-16,18:11:34,Zethos_VII,Jammies
2022-07-16,18:11:37,Rableaa,"daphCustomerService ""haha that's so exciting! good for you loollll!"" daphCustomerService"
2022-07-16,18:11:37,Chinner1x,you think you will ever do more terraria art>
2022-07-16,18:11:38,mrSummerscamp,it's tiring to fake enthusiasm
2022-07-16,18:11:39,j_hern,pepeD
2022-07-16,18:11:41,abandonedtamagotchi,omen daphFurry
2022-07-16,18:11:46,TheAcc_,new hitman map next week!
2022-07-16,18:11:46,Hachiitari,DapMan
2022-07-16,18:11:50,Chewbaccaw,do you actually enjoy streaming
2022-07-16,18:11:50,sconesone,peepoHey @jhkyeong hii
2022-07-16,18:11:55,FLAMBOYANTCUTTLEFISH,do you actually enjoy my mom?
2022-07-16,18:11:56,arciusvyse,OMEGALUL I just noticed the duck looks pog
2022-07-16,18:11:59,stinkynstanky,do you actually
2022-07-16,18:12:02,zorry4badinglsh,do you actualy enjoy my mom
2022-07-16,18:12:02,sioboi,VietNaMeseManWavingHisGun
2022-07-16,18:12:03,padellion,Dappa no i just like tormenting myself to suffering daily
2022-07-16,18:12:03,TheOneBilbo,Playing stardew 12 hours a day and hating it KEKW
2022-07-16,18:12:04,eggd0g,"i want the new stardew to come out, chocolate town or something"
2022-07-16,18:12:05,notToph,when is john syndicate? daphCat
2022-07-16,18:12:06,spicyramen99,stardew is fun
2022-07-16,18:12:06,abrandofmint,it's ok (2000 hours total playtime)
2022-07-16,18:12:06,d1nkdonk,PepeLaugh
2022-07-16,18:12:06,Noblebug,daphQuack daphQuack daphQuack
2022-07-16,18:12:07,FeedMyPets,POGCRAZY
2022-07-16,18:12:08,stinkynstanky,POGGERS
2022-07-16,18:12:08,Chewbaccaw,moon2JR do you actually daphJR
2022-07-16,18:12:09,shooberiny,stardew is chill daphSit
2022-07-16,18:12:09,Dashwastaken,DapMan
2022-07-16,18:12:09,wembx,steam review 1000 hours played not recommended KEKW
2022-07-16,18:12:10,bythonbicks,DapMan
2022-07-16,18:12:10,Hachiitari,BogU
2022-07-16,18:12:10,mussumburzum,POGCRAZY
2022-07-16,18:12:11,Marq5,POGGERS
2022-07-16,18:12:11,gyucor,BogU
2022-07-16,18:12:11,Kraberoo,POGCRAZY
2022-07-16,18:12:11,dansoddity,do you acc
2022-07-16,18:12:12,branphd,PogChamp
2022-07-16,18:12:13,stinkynstanky,BogU
2022-07-16,18:12:13,andyeurysm,waiting for haunted chocolatier
2022-07-16,18:12:13,krazyfr0g,pagged irl
2022-07-16,18:12:13,jhkyeong,@sconesone scones <3
2022-07-16,18:12:15,Kraberoo,BogU
2022-07-16,18:12:16,Zethos_VII,BogU
2022-07-16,18:12:17,Hachiitari,LULW
2022-07-16,18:12:18,Chinner1x,you think you will ever do more terraria art>
2022-07-16,18:12:19,01lovecity,BogU
2022-07-16,18:12:19,sxevsxev,i want to see a  proper vtuber daphney what the hay
2022-07-16,18:12:20,inechi,Jammies
2022-07-16,18:12:22,Noblebug,daphLol daphLol daphLol
2022-07-16,18:12:22,Maitakekw,KEKW
2022-07-16,18:12:23,scorpion_and_frog,LULW
2022-07-16,18:12:24,ackwell,daphX hmm idk if u ACTUALLY enjoy... check she pc and game... its not normally...
2022-07-16,18:12:25,pappa_jr,GIGADAPH stardew enjoyer
2022-07-16,18:12:26,thebombdevil,LULW
2022-07-16,18:12:26,tuskrr,its aight
2022-07-16,18:12:28,xjmino,!uptime
2022-07-16,18:12:28,JapaneseCultureExpert,shit's mid af
2022-07-16,18:12:28,StreamElements,"@xjmino, 39daph has been streaming for  2 hours 15 mins"
2022-07-16,18:12:29,ArmandSawCleaver,it's light
2022-07-16,18:12:29,Kraberoo,my buddy eric liked it i guess
2022-07-16,18:12:29,illusiveSaint it's ok ,it's ok :)
2022-07-16,18:12:29,stinkynstanky,One of the games ever made
2022-07-16,18:12:31,Jacksbabypig,NODDERS s'aight
2022-07-16,18:12:33,d1nkdonk,me PepeLaugh
2022-07-16,18:12:37,iniaccount,"""nice game"""
2022-07-16,18:12:39,spicyramen99,KEKW
2022-07-16,18:12:42,Chewbaccaw,daphNerd
2022-07-16,18:12:43,Con_Fuzed,!time
2022-07-16,18:12:44,Fossabot @Con_Fuzed it is 1112,@Con_Fuzed it is 11:12:43 AM (PDT) VeryPog
2022-07-16,18:12:44,PaIiane,Libido do you actually
2022-07-16,18:12:45,lazynotdumb GIGADAPH https,GIGADAPH https://twitter.com/huegDraws/status/1548369998732615684?s=20&t=9LGez-Bvbo50dtpgKrO_jw
2022-07-16,18:12:47,abrandofmint,pepeW giga
2022-07-16,18:12:51,branphd,monkaS
2022-07-16,18:12:52,jhkyeong,PauseChamp
2022-07-16,18:12:53,Tetsuya_Chains,daphSit u do you
2022-07-16,18:12:54,FeedMyPets,Libido
2022-07-16,18:12:54,Chewbaccaw,daphSus flesh suit?
2022-07-16,18:12:56,bythonbicks,5Head
2022-07-16,18:12:56,gyucor,pepeW
2022-07-16,18:12:56,jaaawn,BogU
2022-07-16,18:12:58,Tetsuya_Chains,POGCRAZY
2022-07-16,18:12:58,jaaawn,5Head
2022-07-16,18:12:58,Hachiitari,OMEGALUL
2022-07-16,18:12:58,Burrb0nWhisk3y,5Head
2022-07-16,18:12:59,FLAMBOYANTCUTTLEFISH,5Head
2022-07-16,18:12:59,Kawashiro,you could do that right now anyway
2022-07-16,18:12:59,FeedMyPets,Libido the next day
2022-07-16,18:12:59,arciusvyse,5Head
2022-07-16,18:12:59,thetigold,5Head
2022-07-16,18:12:59,JapaneseCultureExpert,5Head
2022-07-16,18:13:00,Silucet,pepeW
2022-07-16,18:13:00,Jacksbabypig,5Head
2022-07-16,18:13:00,444lbs,pepeW
2022-07-16,18:13:00,stinkynstanky,5Head
2022-07-16,18:13:01,berryberrie,flesh suit
2022-07-16,18:13:01,Kraberoo,5Head
2022-07-16,18:13:01,danse_pear,5Head content recyling
2022-07-16,18:13:01,mergenaug,5Head
2022-07-16,18:13:01,jhkyeong,BogU
2022-07-16,18:13:02,scorpion_and_frog,5Head
2022-07-16,18:13:02,CelestialTemple,5Head
2022-07-16,18:13:02,Tiifaz,pepeW
2022-07-16,18:13:02,iniaccount,5Head
2022-07-16,18:13:02,Hachiitari,pepeW
2022-07-16,18:13:02,eyes_darkcry,POGGERS
2022-07-16,18:13:03,seatliens,you can do that now
2022-07-16,18:13:03,JustSatellite,5Head
2022-07-16,18:13:03,gimme_wantan,5Head
2022-07-16,18:13:04,abrandofmint,5Head
2022-07-16,18:13:04,Azkyee,she said flesh suit
2022-07-16,18:13:04,shooberiny,pepeW god
2022-07-16,18:13:05,jhkyeong,5Head
2022-07-16,18:13:05,thetigold,5Head damn
2022-07-16,18:13:05,Metr0Moon,HOOOUU LAYYY
2022-07-16,18:13:05,m00shi_,5Head
2022-07-16,18:13:05,e14unicorn,5Head
2022-07-16,18:13:06,d1nkdonk,5Head
2022-07-16,18:13:06,Hachiitari,holy shit pepeW
2022-07-16,18:13:06,K3lp_Juice,KEKW flesh suit?
2022-07-16,18:13:07,abandonedtamagotchi,pepeW the next day series
2022-07-16,18:13:07,dumbmb,HOOOOLLAAAYYYYY
2022-07-16,18:13:07,Kashimazuki,abandon the flesh daphCustomerDisservice
2022-07-16,18:13:07,branphd,pepeW wow..
2022-07-16,18:13:07,Yrkesgrupp,skyrim 5th playthrough LETSGOOO
2022-07-16,18:13:07,abBeast Do you actually enjoy drawing? ,Do you actually enjoy drawing? :)
2022-07-16,18:13:08,spicyramen99,5Head
2022-07-16,18:13:08,shypoopymonster,!uptime
2022-07-16,18:13:08,StreamElements,"@shypoopymonster, 39daph has been streaming for  2 hours 16 mins"
2022-07-16,18:13:08,Zethos_VII,pepeW agane
2022-07-16,18:13:09,HellaToast710,minecraft
2022-07-16,18:13:09,nanakyll,5Head
2022-07-16,18:13:10,Redflou,@lazynotdumb Gayge
2022-07-16,18:13:10,01lovecity,pepeW
2022-07-16,18:13:10,krazyfr0g,AYAYA voice
2022-07-16,18:13:12,Chewbaccaw,skull emoji x7
2022-07-16,18:13:12,detectpurp,huhhh
2022-07-16,18:13:12,OPJeffers,and we would never know
2022-07-16,18:13:12,Tetsuya_Chains,POGCRAZY get to replay the games
2022-07-16,18:13:12,tigerrsz,pepeW
2022-07-16,18:13:12,dansoddity,5Head
2022-07-16,18:13:13,eggd0g,actually scripting streams 5Head
2022-07-16,18:13:14,Kraberoo,just speak like a duck
2022-07-16,18:13:14,HellaToast710,again
2022-07-16,18:13:14,smokinhulklogaan,Just throw in an accent
2022-07-16,18:13:15,Jacksbabypig,and you can steal all of chat's previous jokes BogU
2022-07-16,18:13:15,mrSummerscamp,5Head WAYTOODANK
2022-07-16,18:13:15,Con_Fuzed,AYAYA
2022-07-16,18:13:15,Tetsuya_Chains,snbAYAYA
2022-07-16,18:13:16,jaaamm_,AYAYA voice arc pepeW
2022-07-16,18:13:17,apricotwatch,Hole layyy
2022-07-16,18:13:18,jibannya,did u actually enjoy akemi-tan?
2022-07-16,18:13:20,Hachiitari,pepeW best idea ive heard in 3 years
2022-07-16,18:13:20,wembx,preplayed PogO
2022-07-16,18:13:21,jhkyeong,"yeah voice changer, new identity YOUTUBE voice"
2022-07-16,18:13:23,shypoopymonster,new vtuber pog
2022-07-16,18:13:25,Alexmae,"""yo you sound like daph"" i just really enjoy her work"
2022-07-16,18:13:26,jaaawn,pepeW
2022-07-16,18:13:27,jamiethejam66,will duck ever stand up
2022-07-16,18:13:27,abandonedtamagotchi,hate omori again pepeW
2022-07-16,18:13:28,Malakinha,pepeW
2022-07-16,18:13:28,PedroAlonee,deadly premonition POGGERS
2022-07-16,18:13:28,Dashwastaken,replay undertale POGGERS
2022-07-16,18:13:28,bythonbicks,PogO
2022-07-16,18:13:29,Kawashiro,dont you do that anyway Dappa
2022-07-16,18:13:29,Se7en_Sinner,could also just develop Alzheimer's
2022-07-16,18:13:30,dumbmb,can the first game u replay be puzzle agent daphCustomerService
2022-07-16,18:13:30,arciusvyse,POGDOG 93daph
2022-07-16,18:13:30,Tetsuya_Chains,oh pepeW
2022-07-16,18:13:31,sconesone,pepeW cant wait
2022-07-16,18:13:32,yohanrepeat,pepeW
2022-07-16,18:13:32,abrandofmint,pepeW
2022-07-16,18:13:32,LeekDuck,i give it like 1 month before people figure it out
2022-07-16,18:13:33,shypoopymonster,corpse
2022-07-16,18:13:33,krazyfr0g,LULW so funny
2022-07-16,18:13:34,sireenth,flushing omori twice PepeLaugh
2022-07-16,18:13:35,Jacksbabypig,pepeW
2022-07-16,18:13:35,Kashimazuki,pepeW 39daph 2
2022-07-16,18:13:35,FrancescaFindabair,you do that anyway Stare
2022-07-16,18:13:35,FLAMBOYANTCUTTLEFISH,potatoes anyone? pepeW
2022-07-16,18:13:36,gabbs404,"I just remember that one clip of you saying ""senpai thats the wrong hole"""
2022-07-16,18:13:36,thetigold,pepeW
2022-07-16,18:13:37,arnold____,pepeW joke recycler
2022-07-16,18:13:39,Leafwho,PogO what jokes
2022-07-16,18:13:39,detectpurp,good thing we just released a brain new AI voice changer ey
2022-07-16,18:13:40,Tetsuya_Chains,u can leave the jokes pepeW
2022-07-16,18:13:41,Noblebug,forsenKUKLE coxAGAIN forsenKUKLE
2022-07-16,18:13:42,Ozzytadashi,Deadly premonition POGCRAZY
2022-07-16,18:13:46,Stplatinum,pepeW
2022-07-16,18:13:48,ackwell,Libido this one sushi place
2022-07-16,18:13:49,abBeast,"""wow youre so good at these games"""
2022-07-16,18:13:49,zorry4badinglsh,pepeW 40daph
2022-07-16,18:13:51,NYETMUN,lulWut
2022-07-16,18:13:51,GrandVoidDaoist,there's another game with farming and mining being made by a single dev like concenred ape. Dinkum.
2022-07-16,18:13:55,thebombdevil,lulWut
2022-07-16,18:13:55,shooberiny,it wont happen PepeLaugh
2022-07-16,18:13:56,tokkira,ur vtuber model can have a bbl
2022-07-16,18:13:56,TheOneBilbo,"Would that mean you would play them offstream again, because you wouldn't be daph anymore ? PogO"
2022-07-16,18:13:59,Tetsuya_Chains,39*
2022-07-16,18:14:00,branphd,BBoomer
2022-07-16,18:14:00,wembx,lulWut
2022-07-16,18:14:01,jamiethejam66,23ó
2022-07-16,18:14:03,sconesone,ppHop
2022-07-16,18:14:03,hetri144,lulWut
2022-07-16,18:14:03,Hachiitari,lulWut
2022-07-16,18:14:05,Kawashiro,become a vtuber hot boy instead so people wont suspect
2022-07-16,18:14:05,Jacksbabypig,lulWut ditch witch wouldn't ditch?
2022-07-16,18:14:06,mvelvet,lulWut
2022-07-16,18:14:06,sireenth,old
2022-07-16,18:14:07,zorry4badinglsh,PepeLaugh vtuber announcement tomorrow
2022-07-16,18:14:07,shwpt,lulWut young
2022-07-16,18:14:07,01lovecity,lulWut
2022-07-16,18:14:07,edgekeeper,COPIUM
2022-07-16,18:14:07,Alexmae,39 this year POGCRAZY
2022-07-16,18:14:09,Wrinkled_Lemon,Would you solo vtube or join am established group?
2022-07-16,18:14:09,anyeqs,lulWut 273
2022-07-16,18:14:09,tigerrsz,lulWhat
2022-07-16,18:14:10,Marq5,lulWut
2022-07-16,18:14:10,Natsukun,lulWut daph39
2022-07-16,18:14:10,danse_pear,lulWut daph39
2022-07-16,18:14:10,mvelvet,lulWut oh oh
2022-07-16,18:14:10,smokinhulklogaan,24 is when it all fell apart
2022-07-16,18:14:10,pappa_jr,BBoomer
2022-07-16,18:14:11,PedroAlonee,daph's future problem daphBlind
2022-07-16,18:14:11,JustSatellite,BBoomer born in 1939
2022-07-16,18:14:11,violeine,old KEKW
2022-07-16,18:14:12,weizheng2,BBoomer
2022-07-16,18:14:13,Hachiitari,daph39
2022-07-16,18:14:14,berryberrie,old
2022-07-16,18:14:14,corbyngrad,KEKWait im 22
2022-07-16,18:14:14,Yrkesgrupp,has that been done as a project where a streamer pops up anew and people have to guess who it is ?
2022-07-16,18:14:15,nanakyll,lulWut
2022-07-16,18:14:15,Hachiitari,Jammies
2022-07-16,18:14:15,m00shi_,lulWut daph39
2022-07-16,18:14:16,PaIiane,pepeD
2022-07-16,18:14:16,shooberiny,BBoomer
2022-07-16,18:14:16,herbderp129,hmm this vtuber sound familiar PepegeHmm
2022-07-16,18:14:16,zblim,wait daph's not 39 monkaW
2022-07-16,18:14:17,eyes_darkcry,vtubers dont age PepeLaugh
2022-07-16,18:14:18,Hachiitari,pepeD
2022-07-16,18:14:18,FLAMBOYANTCUTTLEFISH,pepeD
2022-07-16,18:14:19,Silucet,pepeD
2022-07-16,18:14:20,jhkyeong,daphPls
2022-07-16,18:14:20,Hachiitari,AAAAAY pepeD
2022-07-16,18:14:20,macktmo,!uptime
2022-07-16,18:14:21,StreamElements,"@macktmo, 39daph has been streaming for  2 hours 17 mins"
2022-07-16,18:14:21,bythonbicks,pepeD
2022-07-16,18:14:22,abandonedtamagotchi,pepeD
2022-07-16,18:14:22,SuperKatzen,Still daphYion
2022-07-16,18:14:22,mussumburzum,pepeD
2022-07-16,18:14:23,Hachiitari,daphPls
2022-07-16,18:14:23,poopdawg412,p HYPERJAMMIES
2022-07-16,18:14:24,detectpurp,if u made a anon account how long do u think it would take to get figured out
2022-07-16,18:14:24,shypoopymonster 19 ,19 :D
2022-07-16,18:14:25,sireenth,are you bald
2022-07-16,18:14:25,tuskrr,pepeD
2022-07-16,18:14:25,stinkynstanky,pepeD
2022-07-16,18:14:25,xMarsipan,Jammies
2022-07-16,18:14:25,ssarcomaa,it would be epic if you retire at 39
2022-07-16,18:14:26,Marq5,pepeD
2022-07-16,18:14:27,sconesone,ratJAM
2022-07-16,18:14:27,Hachiitari,daphPls PARTY
2022-07-16,18:14:27,anyeqs,23daph monkaW
2022-07-16,18:14:28,notnownico,ever since i turned 24 my back has been killing me. watch out
2022-07-16,18:14:28,Yrkesgrupp,MASKED STREAMER POGCRAZY
2022-07-16,18:14:29,lifedinosaur,pepeD
2022-07-16,18:14:29,gimme_wantan,what other name do you go with if you become vtuber PepegeHmm
2022-07-16,18:14:30,PKMNTrainerGary,pepeD
2022-07-16,18:14:31,OPJeffers,pepeD
2022-07-16,18:14:31,Chewbaccaw,daphYUMP
2022-07-16,18:14:32,Hachiitari,ratJAM
2022-07-16,18:14:32,detectpurp,23? boomer
2022-07-16,18:14:33,spicyramen99,will u turn into a watermelon duck when u reach 39?
2022-07-16,18:14:34,krazyfr0g,suprO
2022-07-16,18:14:35,pappa_jr,pepeD
2022-07-16,18:14:38,derekawa,yeah u yung daph
2022-07-16,18:14:40,sconesone,ratJAM o shit
2022-07-16,18:14:40,Seven777supreme,have you drawn daddy aceu before ?
2022-07-16,18:14:41,shooberiny,daphYUMP
2022-07-16,18:14:41,saad_happ20,"what???? i thought you were a boomer, like hasan level....."
2022-07-16,18:14:42,Aleeexify,pepeD
2022-07-16,18:14:42,macktmo,POGGERS live agane
2022-07-16,18:14:43,arciusvyse,atpDance SourPls
2022-07-16,18:14:44,Noblebug,nymnEDM forsenLicence nymnEDM
2022-07-16,18:14:48,derekawa,bright future ahead of you
2022-07-16,18:14:49,spicyramen99,Jammies
2022-07-16,18:14:54,sireenth,arciusvyse DonkHappy
2022-07-16,18:15:00,diploness,Holy shit we’re the same age. I always thought u where like 25 or sumn
2022-07-16,18:15:02,Zethos_VII,But I don't need a voice changer to be a vtuber AYAYA daphNerd
2022-07-16,18:15:09,shooberiny,pepeW bro
2022-07-16,18:15:10,jaaawn,wtf nmg OMEGALUL
2022-07-16,18:15:11,avaloin,WubTF
2022-07-16,18:15:12,shypoopymonster,NotLikeThis
2022-07-16,18:15:13,bin_chillin,im 25 sadge
2022-07-16,18:15:16,Kuradjinou,Old compared to babies
2022-07-16,18:15:17,ArmandSawCleaver,why would you want to start fresh though?
2022-07-16,18:15:18,m00shi_,OMEGALUL
2022-07-16,18:15:19,crazybongoo,hello
2022-07-16,18:15:19,FeedMyPets,daphJR
2022-07-16,18:15:20,tigerrsz,WubTF
2022-07-16,18:15:20,noemii,OMEGALUL
2022-07-16,18:15:20,Meatl0va,you are not old wtf ms vtuber
2022-07-16,18:15:21,sconesone,KEKW
2022-07-16,18:15:21,thebombdevil,VietNaMeseManWavingHisGun get out billy
2022-07-16,18:15:21,Chewbaccaw,daphJR wtf
2022-07-16,18:15:21,stinkynstanky,WeirdEyes
2022-07-16,18:15:22,giantcorg1,OMEGALUL
2022-07-16,18:15:22,PaIiane,moon2JR
2022-07-16,18:15:22,FeedMyPets,daphJR no
2022-07-16,18:15:24,murinaee,wait wtf is this a fever dream? your live again
2022-07-16,18:15:24,StrangeComputerBandit,im 25 too
2022-07-16,18:15:25,spicyramen99,daphJR
2022-07-16,18:15:25,zodiacRex,daphJR
2022-07-16,18:15:25,herbderp129,OMEGALUL
2022-07-16,18:15:25,Hachiitari,"you gonna play ""Stray""? the cat game? it's gonna be out in 3-4 days daphThonk @39daph"
2022-07-16,18:15:25,jowaaaaaaaa,daphJR 💢 stfu
2022-07-16,18:15:25,Maitakekw,daphJR no
2022-07-16,18:15:25,Natsukun,daphJR
2022-07-16,18:15:25,jhkyeong,billy
2022-07-16,18:15:26,Kawashiro,simon says get twitch banned again Dappa
2022-07-16,18:15:26,Marq5,daphJR
2022-07-16,18:15:27,inechi,Jammies 󠀀
2022-07-16,18:15:27,illusiveSaint,OMEGALUL
2022-07-16,18:15:27,paltita_uve,nop
2022-07-16,18:15:27,dumbmb,daphJR i dropped out
2022-07-16,18:15:27,Livida_,its summer break
2022-07-16,18:15:28,jhkyeong,daphJR
2022-07-16,18:15:28,crazybongoo,no its summer break]
2022-07-16,18:15:28,Chewbaccaw,daphJR schools out bitch
2022-07-16,18:15:29,smokinhulklogaan,go play fortnite child
2022-07-16,18:15:29,macktmo,KEKW
2022-07-16,18:15:29,e14unicorn,daphJR
2022-07-16,18:15:29,pappa_jr,daphJR
2022-07-16,18:15:29,saad_happ20,peepogiggles
2022-07-16,18:15:29,ze3l0rd,its summer
2022-07-16,18:15:30,arciusvyse,peepoSad
2022-07-16,18:15:30,lifedinosaur,it's saturday
2022-07-16,18:15:31,Tetsuya_Chains,daphJR
2022-07-16,18:15:31,sgt_cheems,VietNaMeseManWavingHisGun no billies
2022-07-16,18:15:31,Miifffyy,daphJR no
2022-07-16,18:15:31,xiao_simp___,it's summer lol
2022-07-16,18:15:31,dukeleto2049,It's saturday no school
2022-07-16,18:15:32,Toxic_Minimum,daphJR
2022-07-16,18:15:32,mergenaug,BBoomer old chat KEKWait
2022-07-16,18:15:32,abandonedtamagotchi,its sumemer daphJR
2022-07-16,18:15:33,jassizl,Jammies
2022-07-16,18:15:33,seawhy0,!command
2022-07-16,18:15:33,Kashimazuki,go watch tfue billy
2022-07-16,18:15:33,Jacksbabypig,daphJR dont tell dad
2022-07-16,18:15:34,sireenth,NMGIX OMEGALUL
2022-07-16,18:15:34,ssarcomaa,KEKW
2022-07-16,18:15:34,detectpurp,hasan has one foot in the retirement home lmao
2022-07-16,18:15:34,illusiveSaint,atpLaw atpWind
2022-07-16,18:15:35,vnylla,daphJR its summer dabne
2022-07-16,18:15:35,rharr128,daphHide
2022-07-16,18:15:35,shooberiny,daphJR no
2022-07-16,18:15:35,Jayetur,daphJR
2022-07-16,18:15:36,zodiacRex,daphJR  it's not a school night
2022-07-16,18:15:36,smokinhulklogaan,crank 90's
2022-07-16,18:15:36,herbderp129,Its the weekends
2022-07-16,18:15:36,furial,"@Hachiitari, ye NODDERS she'll give it a sniff"
2022-07-16,18:15:37,Yada_Yada,daphJR ninja is not streaming
2022-07-16,18:15:37,homiechampnaugh,@NMGIX oh my lord WubTF
2022-07-16,18:15:37,01lovecity,daphJR smmer
